store_id,sku_id,snapshot_date,stock_on_hand,reorder_point,safety_stock,last_restock_date
42,1083,2025-10-31,117,20,10,2025-10-24
16,1056,2025-10-31,91,20,10,2025-10-24
23,1153,2025-10-31,12,20,10,2025-10-24
34,1058,2025-10-31,117,20,10,2025-10-24
48,1021,2025-10-31,82,20,10,2025-10-24
44,1052,2025-10-31,15,20,10,2025-10-24
15,1006,2025-10-31,88,20,10,2025-10-24
15,1063,2025-10-31,122,20,10,2025-10-24
27,1120,2025-10-31,46,20,10,2025-10-24
14,1178,2025-10-31,79,20,10,2025-10-24
43,1120,2025-10-31,53,20,10,2025-10-24
10,1049,2025-10-31,38,20,10,2025-10-24
22,1133,2025-10-31,78,20,10,2025-10-24
13,1196,2025-10-31,87,20,10,2025-10-24
48,1027,2025-10-31,112,20,10,2025-10-24
19,1184,2025-10-31,125,20,10,2025-10-24
44,1063,2025-10-31,148,20,10,2025-10-24
5,1140,2025-10-31,48,20,10,2025-10-24
35,1089,2025-10-31,147,20,10,2025-10-24
16,1059,2025-10-31,130,20,10,2025-10-24
2,1132,2025-10-31,51,20,10,2025-10-24
14,1019,2025-10-31,81,20,10,2025-10-24
12,1081,2025-10-31,101,20,10,2025-10-24
40,1144,2025-10-31,85,20,10,2025-10-24
19,1120,2025-10-31,30,20,10,2025-10-24
27,1003,2025-10-31,113,20,10,2025-10-24
22,1092,2025-10-31,122,20,10,2025-10-24
1,1055,2025-10-31,101,20,10,2025-10-24
45,1181,2025-10-31,38,20,10,2025-10-24
14,1050,2025-10-31,88,20,10,2025-10-24
44,1079,2025-10-31,117,20,10,2025-10-24
47,1181,2025-10-31,101,20,10,2025-10-24
5,1139,2025-10-31,61,20,10,2025-10-24
36,1070,2025-10-31,87,20,10,2025-10-24
41,1140,2025-10-31,97,20,10,2025-10-24
2,1161,2025-10-31,54,20,10,2025-10-24
10,1154,2025-10-31,44,20,10,2025-10-24
14,1082,2025-10-31,76,20,10,2025-10-24
7,1144,2025-10-31,15,20,10,2025-10-24
10,1014,2025-10-31,114,20,10,2025-10-24
15,1099,2025-10-31,132,20,10,2025-10-24
26,1056,2025-10-31,107,20,10,2025-10-24
10,1082,2025-10-31,33,20,10,2025-10-24
18,1195,2025-10-31,111,20,10,2025-10-24
16,1081,2025-10-31,127,20,10,2025-10-24
38,1179,2025-10-31,128,20,10,2025-10-24
5,1197,2025-10-31,71,20,10,2025-10-24
14,1160,2025-10-31,90,20,10,2025-10-24
34,1073,2025-10-31,52,20,10,2025-10-24
38,1175,2025-10-31,93,20,10,2025-10-24
15,1060,2025-10-31,97,20,10,2025-10-24
28,1130,2025-10-31,115,20,10,2025-10-24
19,1036,2025-10-31,80,20,10,2025-10-24
20,1010,2025-10-31,18,20,10,2025-10-24
20,1146,2025-10-31,32,20,10,2025-10-24
24,1190,2025-10-31,42,20,10,2025-10-24
13,1182,2025-10-31,63,20,10,2025-10-24
38,1062,2025-10-31,89,20,10,2025-10-24
50,1095,2025-10-31,100,20,10,2025-10-24
37,1132,2025-10-31,81,20,10,2025-10-24
14,1185,2025-10-31,66,20,10,2025-10-24
36,1075,2025-10-31,24,20,10,2025-10-24
3,1063,2025-10-31,18,20,10,2025-10-24
12,1066,2025-10-31,108,20,10,2025-10-24
18,1013,2025-10-31,85,20,10,2025-10-24
32,1081,2025-10-31,72,20,10,2025-10-24
48,1183,2025-10-31,40,20,10,2025-10-24
26,1169,2025-10-31,55,20,10,2025-10-24
24,1050,2025-10-31,131,20,10,2025-10-24
23,1076,2025-10-31,48,20,10,2025-10-24
12,1125,2025-10-31,22,20,10,2025-10-24
21,1005,2025-10-31,101,20,10,2025-10-24
34,1125,2025-10-31,149,20,10,2025-10-24
8,1144,2025-10-31,106,20,10,2025-10-24
38,1054,2025-10-31,123,20,10,2025-10-24
21,1161,2025-10-31,83,20,10,2025-10-24
33,1005,2025-10-31,54,20,10,2025-10-24
18,1006,2025-10-31,55,20,10,2025-10-24
1,1145,2025-10-31,37,20,10,2025-10-24
25,1143,2025-10-31,42,20,10,2025-10-24
21,1123,2025-10-31,88,20,10,2025-10-24
20,1068,2025-10-31,70,20,10,2025-10-24
47,1013,2025-10-31,79,20,10,2025-10-24
28,1026,2025-10-31,133,20,10,2025-10-24
8,1030,2025-10-31,51,20,10,2025-10-24
24,1033,2025-10-31,122,20,10,2025-10-24
27,1081,2025-10-31,12,20,10,2025-10-24
2,1076,2025-10-31,49,20,10,2025-10-24
46,1040,2025-10-31,98,20,10,2025-10-24
47,1174,2025-10-31,26,20,10,2025-10-24
30,1117,2025-10-31,133,20,10,2025-10-24
27,1067,2025-10-31,26,20,10,2025-10-24
9,1088,2025-10-31,102,20,10,2025-10-24
28,1082,2025-10-31,72,20,10,2025-10-24
25,1008,2025-10-31,60,20,10,2025-10-24
27,1125,2025-10-31,144,20,10,2025-10-24
50,1197,2025-10-31,94,20,10,2025-10-24
26,1177,2025-10-31,112,20,10,2025-10-24
30,1185,2025-10-31,147,20,10,2025-10-24
40,1124,2025-10-31,115,20,10,2025-10-24
21,1104,2025-10-31,30,20,10,2025-10-24
5,1056,2025-10-31,88,20,10,2025-10-24
24,1097,2025-10-31,15,20,10,2025-10-24
1,1002,2025-10-31,138,20,10,2025-10-24
29,1135,2025-10-31,145,20,10,2025-10-24
30,1054,2025-10-31,31,20,10,2025-10-24
29,1040,2025-10-31,92,20,10,2025-10-24
48,1165,2025-10-31,26,20,10,2025-10-24
45,1092,2025-10-31,10,20,10,2025-10-24
10,1078,2025-10-31,86,20,10,2025-10-24
23,1067,2025-10-31,137,20,10,2025-10-24
30,1163,2025-10-31,132,20,10,2025-10-24
28,1125,2025-10-31,98,20,10,2025-10-24
27,1094,2025-10-31,98,20,10,2025-10-24
14,1096,2025-10-31,79,20,10,2025-10-24
32,1090,2025-10-31,140,20,10,2025-10-24
34,1116,2025-10-31,25,20,10,2025-10-24
44,1102,2025-10-31,148,20,10,2025-10-24
34,1042,2025-10-31,52,20,10,2025-10-24
29,1097,2025-10-31,149,20,10,2025-10-24
17,1180,2025-10-31,56,20,10,2025-10-24
33,1053,2025-10-31,68,20,10,2025-10-24
32,1020,2025-10-31,141,20,10,2025-10-24
36,1013,2025-10-31,100,20,10,2025-10-24
39,1064,2025-10-31,32,20,10,2025-10-24
21,1128,2025-10-31,43,20,10,2025-10-24
9,1181,2025-10-31,87,20,10,2025-10-24
48,1090,2025-10-31,135,20,10,2025-10-24
45,1007,2025-10-31,14,20,10,2025-10-24
11,1122,2025-10-31,77,20,10,2025-10-24
14,1116,2025-10-31,14,20,10,2025-10-24
24,1007,2025-10-31,68,20,10,2025-10-24
33,1189,2025-10-31,27,20,10,2025-10-24
39,1014,2025-10-31,16,20,10,2025-10-24
43,1071,2025-10-31,119,20,10,2025-10-24
2,1107,2025-10-31,136,20,10,2025-10-24
43,1052,2025-10-31,81,20,10,2025-10-24
47,1128,2025-10-31,112,20,10,2025-10-24
2,1032,2025-10-31,21,20,10,2025-10-24
4,1169,2025-10-31,65,20,10,2025-10-24
18,1032,2025-10-31,107,20,10,2025-10-24
25,1170,2025-10-31,70,20,10,2025-10-24
31,1039,2025-10-31,27,20,10,2025-10-24
4,1013,2025-10-31,46,20,10,2025-10-24
26,1062,2025-10-31,44,20,10,2025-10-24
33,1131,2025-10-31,77,20,10,2025-10-24
41,1093,2025-10-31,89,20,10,2025-10-24
39,1032,2025-10-31,140,20,10,2025-10-24
31,1092,2025-10-31,132,20,10,2025-10-24
34,1197,2025-10-31,53,20,10,2025-10-24
43,1179,2025-10-31,38,20,10,2025-10-24
50,1116,2025-10-31,148,20,10,2025-10-24
5,1121,2025-10-31,33,20,10,2025-10-24
39,1180,2025-10-31,91,20,10,2025-10-24
40,1070,2025-10-31,106,20,10,2025-10-24
39,1081,2025-10-31,99,20,10,2025-10-24
5,1102,2025-10-31,47,20,10,2025-10-24
37,1062,2025-10-31,80,20,10,2025-10-24
9,1040,2025-10-31,138,20,10,2025-10-24
19,1044,2025-10-31,68,20,10,2025-10-24
17,1077,2025-10-31,133,20,10,2025-10-24
48,1122,2025-10-31,92,20,10,2025-10-24
4,1068,2025-10-31,137,20,10,2025-10-24
1,1172,2025-10-31,88,20,10,2025-10-24
2,1044,2025-10-31,115,20,10,2025-10-24
9,1043,2025-10-31,122,20,10,2025-10-24
27,1069,2025-10-31,134,20,10,2025-10-24
17,1185,2025-10-31,99,20,10,2025-10-24
2,1009,2025-10-31,75,20,10,2025-10-24
35,1104,2025-10-31,105,20,10,2025-10-24
10,1115,2025-10-31,57,20,10,2025-10-24
31,1046,2025-10-31,81,20,10,2025-10-24
40,1045,2025-10-31,12,20,10,2025-10-24
20,1198,2025-10-31,109,20,10,2025-10-24
38,1167,2025-10-31,17,20,10,2025-10-24
36,1166,2025-10-31,54,20,10,2025-10-24
8,1085,2025-10-31,105,20,10,2025-10-24
34,1190,2025-10-31,123,20,10,2025-10-24
11,1182,2025-10-31,69,20,10,2025-10-24
17,1006,2025-10-31,116,20,10,2025-10-24
43,1191,2025-10-31,113,20,10,2025-10-24
37,1103,2025-10-31,81,20,10,2025-10-24
1,1100,2025-10-31,44,20,10,2025-10-24
38,1111,2025-10-31,53,20,10,2025-10-24
2,1178,2025-10-31,115,20,10,2025-10-24
47,1143,2025-10-31,100,20,10,2025-10-24
40,1131,2025-10-31,139,20,10,2025-10-24
45,1125,2025-10-31,132,20,10,2025-10-24
45,1194,2025-10-31,146,20,10,2025-10-24
10,1085,2025-10-31,147,20,10,2025-10-24
4,1182,2025-10-31,138,20,10,2025-10-24
4,1103,2025-10-31,35,20,10,2025-10-24
43,1159,2025-10-31,108,20,10,2025-10-24
34,1033,2025-10-31,135,20,10,2025-10-24
6,1025,2025-10-31,121,20,10,2025-10-24
7,1104,2025-10-31,28,20,10,2025-10-24
13,1088,2025-10-31,89,20,10,2025-10-24
15,1113,2025-10-31,84,20,10,2025-10-24
10,1100,2025-10-31,11,20,10,2025-10-24
11,1151,2025-10-31,32,20,10,2025-10-24
14,1118,2025-10-31,122,20,10,2025-10-24
28,1136,2025-10-31,141,20,10,2025-10-24
4,1148,2025-10-31,22,20,10,2025-10-24
38,1091,2025-10-31,56,20,10,2025-10-24
40,1160,2025-10-31,121,20,10,2025-10-24
38,1033,2025-10-31,68,20,10,2025-10-24
11,1008,2025-10-31,127,20,10,2025-10-24
18,1007,2025-10-31,131,20,10,2025-10-24
40,1005,2025-10-31,135,20,10,2025-10-24
21,1166,2025-10-31,40,20,10,2025-10-24
30,1078,2025-10-31,136,20,10,2025-10-24
13,1144,2025-10-31,48,20,10,2025-10-24
21,1153,2025-10-31,25,20,10,2025-10-24
9,1074,2025-10-31,137,20,10,2025-10-24
6,1114,2025-10-31,49,20,10,2025-10-24
38,1096,2025-10-31,102,20,10,2025-10-24
21,1047,2025-10-31,29,20,10,2025-10-24
16,1042,2025-10-31,18,20,10,2025-10-24
14,1025,2025-10-31,142,20,10,2025-10-24
33,1060,2025-10-31,52,20,10,2025-10-24
37,1010,2025-10-31,133,20,10,2025-10-24
28,1132,2025-10-31,72,20,10,2025-10-24
18,1177,2025-10-31,31,20,10,2025-10-24
13,1147,2025-10-31,108,20,10,2025-10-24
47,1168,2025-10-31,14,20,10,2025-10-24
9,1193,2025-10-31,99,20,10,2025-10-24
15,1107,2025-10-31,12,20,10,2025-10-24
2,1087,2025-10-31,45,20,10,2025-10-24
35,1018,2025-10-31,130,20,10,2025-10-24
42,1156,2025-10-31,145,20,10,2025-10-24
6,1043,2025-10-31,32,20,10,2025-10-24
39,1184,2025-10-31,45,20,10,2025-10-24
25,1001,2025-10-31,138,20,10,2025-10-24
42,1110,2025-10-31,128,20,10,2025-10-24
49,1115,2025-10-31,105,20,10,2025-10-24
24,1047,2025-10-31,12,20,10,2025-10-24
25,1134,2025-10-31,100,20,10,2025-10-24
6,1139,2025-10-31,31,20,10,2025-10-24
6,1181,2025-10-31,78,20,10,2025-10-24
31,1121,2025-10-31,72,20,10,2025-10-24
31,1079,2025-10-31,98,20,10,2025-10-24
29,1187,2025-10-31,89,20,10,2025-10-24
38,1003,2025-10-31,54,20,10,2025-10-24
16,1044,2025-10-31,37,20,10,2025-10-24
39,1079,2025-10-31,25,20,10,2025-10-24
12,1073,2025-10-31,102,20,10,2025-10-24
29,1029,2025-10-31,100,20,10,2025-10-24
48,1004,2025-10-31,25,20,10,2025-10-24
24,1144,2025-10-31,31,20,10,2025-10-24
2,1022,2025-10-31,61,20,10,2025-10-24
45,1020,2025-10-31,31,20,10,2025-10-24
45,1143,2025-10-31,46,20,10,2025-10-24
48,1076,2025-10-31,68,20,10,2025-10-24
28,1007,2025-10-31,113,20,10,2025-10-24
43,1032,2025-10-31,59,20,10,2025-10-24
39,1111,2025-10-31,104,20,10,2025-10-24
36,1051,2025-10-31,123,20,10,2025-10-24
40,1007,2025-10-31,83,20,10,2025-10-24
44,1077,2025-10-31,145,20,10,2025-10-24
26,1057,2025-10-31,33,20,10,2025-10-24
20,1126,2025-10-31,149,20,10,2025-10-24
46,1060,2025-10-31,106,20,10,2025-10-24
49,1042,2025-10-31,143,20,10,2025-10-24
50,1091,2025-10-31,146,20,10,2025-10-24
34,1044,2025-10-31,112,20,10,2025-10-24
2,1038,2025-10-31,98,20,10,2025-10-24
36,1128,2025-10-31,148,20,10,2025-10-24
2,1149,2025-10-31,43,20,10,2025-10-24
48,1151,2025-10-31,67,20,10,2025-10-24
33,1129,2025-10-31,60,20,10,2025-10-24
16,1159,2025-10-31,89,20,10,2025-10-24
5,1132,2025-10-31,108,20,10,2025-10-24
48,1174,2025-10-31,48,20,10,2025-10-24
20,1026,2025-10-31,45,20,10,2025-10-24
37,1138,2025-10-31,125,20,10,2025-10-24
17,1190,2025-10-31,74,20,10,2025-10-24
38,1058,2025-10-31,20,20,10,2025-10-24
22,1145,2025-10-31,14,20,10,2025-10-24
20,1075,2025-10-31,27,20,10,2025-10-24
15,1093,2025-10-31,17,20,10,2025-10-24
39,1174,2025-10-31,41,20,10,2025-10-24
8,1140,2025-10-31,136,20,10,2025-10-24
36,1105,2025-10-31,96,20,10,2025-10-24
23,1138,2025-10-31,110,20,10,2025-10-24
3,1168,2025-10-31,68,20,10,2025-10-24
20,1113,2025-10-31,119,20,10,2025-10-24
10,1105,2025-10-31,33,20,10,2025-10-24
7,1043,2025-10-31,49,20,10,2025-10-24
16,1023,2025-10-31,38,20,10,2025-10-24
3,1041,2025-10-31,49,20,10,2025-10-24
18,1077,2025-10-31,41,20,10,2025-10-24
3,1017,2025-10-31,98,20,10,2025-10-24
29,1053,2025-10-31,77,20,10,2025-10-24
1,1005,2025-10-31,60,20,10,2025-10-24
22,1061,2025-10-31,131,20,10,2025-10-24
35,1047,2025-10-31,100,20,10,2025-10-24
37,1065,2025-10-31,111,20,10,2025-10-24
8,1103,2025-10-31,112,20,10,2025-10-24
2,1023,2025-10-31,132,20,10,2025-10-24
29,1027,2025-10-31,66,20,10,2025-10-24
41,1038,2025-10-31,65,20,10,2025-10-24
44,1022,2025-10-31,10,20,10,2025-10-24
50,1049,2025-10-31,42,20,10,2025-10-24
21,1141,2025-10-31,59,20,10,2025-10-24
36,1172,2025-10-31,24,20,10,2025-10-24
27,1177,2025-10-31,117,20,10,2025-10-24
49,1139,2025-10-31,85,20,10,2025-10-24
29,1137,2025-10-31,45,20,10,2025-10-24
24,1151,2025-10-31,128,20,10,2025-10-24
7,1131,2025-10-31,144,20,10,2025-10-24
12,1067,2025-10-31,90,20,10,2025-10-24
40,1179,2025-10-31,85,20,10,2025-10-24
1,1148,2025-10-31,21,20,10,2025-10-24
46,1107,2025-10-31,113,20,10,2025-10-24
47,1067,2025-10-31,101,20,10,2025-10-24
28,1139,2025-10-31,142,20,10,2025-10-24
7,1141,2025-10-31,46,20,10,2025-10-24
38,1163,2025-10-31,69,20,10,2025-10-24
40,1009,2025-10-31,73,20,10,2025-10-24
7,1090,2025-10-31,38,20,10,2025-10-24
35,1155,2025-10-31,144,20,10,2025-10-24
13,1133,2025-10-31,128,20,10,2025-10-24
6,1178,2025-10-31,68,20,10,2025-10-24
45,1012,2025-10-31,128,20,10,2025-10-24
40,1055,2025-10-31,89,20,10,2025-10-24
22,1111,2025-10-31,113,20,10,2025-10-24
21,1050,2025-10-31,148,20,10,2025-10-24
5,1051,2025-10-31,123,20,10,2025-10-24
44,1015,2025-10-31,82,20,10,2025-10-24
37,1114,2025-10-31,47,20,10,2025-10-24
40,1104,2025-10-31,72,20,10,2025-10-24
5,1164,2025-10-31,107,20,10,2025-10-24
50,1162,2025-10-31,51,20,10,2025-10-24
48,1157,2025-10-31,67,20,10,2025-10-24
19,1179,2025-10-31,26,20,10,2025-10-24
46,1179,2025-10-31,140,20,10,2025-10-24
4,1163,2025-10-31,135,20,10,2025-10-24
44,1083,2025-10-31,115,20,10,2025-10-24
22,1044,2025-10-31,48,20,10,2025-10-24
31,1172,2025-10-31,53,20,10,2025-10-24
41,1174,2025-10-31,29,20,10,2025-10-24
44,1098,2025-10-31,21,20,10,2025-10-24
33,1197,2025-10-31,41,20,10,2025-10-24
28,1117,2025-10-31,30,20,10,2025-10-24
24,1177,2025-10-31,126,20,10,2025-10-24
25,1037,2025-10-31,24,20,10,2025-10-24
18,1069,2025-10-31,37,20,10,2025-10-24
12,1139,2025-10-31,126,20,10,2025-10-24
5,1021,2025-10-31,149,20,10,2025-10-24
38,1028,2025-10-31,130,20,10,2025-10-24
26,1148,2025-10-31,67,20,10,2025-10-24
38,1101,2025-10-31,129,20,10,2025-10-24
7,1042,2025-10-31,40,20,10,2025-10-24
9,1010,2025-10-31,31,20,10,2025-10-24
35,1025,2025-10-31,136,20,10,2025-10-24
24,1141,2025-10-31,108,20,10,2025-10-24
19,1038,2025-10-31,131,20,10,2025-10-24
19,1137,2025-10-31,98,20,10,2025-10-24
11,1178,2025-10-31,104,20,10,2025-10-24
18,1011,2025-10-31,111,20,10,2025-10-24
44,1001,2025-10-31,32,20,10,2025-10-24
49,1109,2025-10-31,108,20,10,2025-10-24
23,1053,2025-10-31,121,20,10,2025-10-24
37,1068,2025-10-31,77,20,10,2025-10-24
19,1119,2025-10-31,144,20,10,2025-10-24
36,1126,2025-10-31,43,20,10,2025-10-24
38,1118,2025-10-31,105,20,10,2025-10-24
46,1063,2025-10-31,111,20,10,2025-10-24
34,1022,2025-10-31,77,20,10,2025-10-24
43,1019,2025-10-31,131,20,10,2025-10-24
37,1149,2025-10-31,54,20,10,2025-10-24
15,1010,2025-10-31,34,20,10,2025-10-24
48,1175,2025-10-31,117,20,10,2025-10-24
15,1015,2025-10-31,93,20,10,2025-10-24
31,1070,2025-10-31,133,20,10,2025-10-24
13,1092,2025-10-31,72,20,10,2025-10-24
16,1095,2025-10-31,45,20,10,2025-10-24
37,1104,2025-10-31,57,20,10,2025-10-24
6,1186,2025-10-31,45,20,10,2025-10-24
43,1101,2025-10-31,81,20,10,2025-10-24
12,1052,2025-10-31,21,20,10,2025-10-24
2,1065,2025-10-31,70,20,10,2025-10-24
24,1180,2025-10-31,70,20,10,2025-10-24
37,1160,2025-10-31,45,20,10,2025-10-24
38,1020,2025-10-31,102,20,10,2025-10-24
6,1014,2025-10-31,128,20,10,2025-10-24
25,1147,2025-10-31,43,20,10,2025-10-24
45,1156,2025-10-31,87,20,10,2025-10-24
43,1021,2025-10-31,83,20,10,2025-10-24
43,1015,2025-10-31,127,20,10,2025-10-24
46,1044,2025-10-31,75,20,10,2025-10-24
19,1167,2025-10-31,102,20,10,2025-10-24
18,1160,2025-10-31,38,20,10,2025-10-24
48,1060,2025-10-31,13,20,10,2025-10-24
18,1008,2025-10-31,46,20,10,2025-10-24
41,1073,2025-10-31,20,20,10,2025-10-24
44,1140,2025-10-31,66,20,10,2025-10-24
2,1064,2025-10-31,18,20,10,2025-10-24
6,1157,2025-10-31,61,20,10,2025-10-24
7,1099,2025-10-31,98,20,10,2025-10-24
16,1033,2025-10-31,118,20,10,2025-10-24
14,1047,2025-10-31,135,20,10,2025-10-24
42,1002,2025-10-31,133,20,10,2025-10-24
47,1147,2025-10-31,16,20,10,2025-10-24
17,1094,2025-10-31,113,20,10,2025-10-24
50,1086,2025-10-31,127,20,10,2025-10-24
29,1104,2025-10-31,146,20,10,2025-10-24
34,1158,2025-10-31,42,20,10,2025-10-24
34,1045,2025-10-31,11,20,10,2025-10-24
38,1081,2025-10-31,58,20,10,2025-10-24
12,1101,2025-10-31,46,20,10,2025-10-24
39,1095,2025-10-31,128,20,10,2025-10-24
43,1060,2025-10-31,67,20,10,2025-10-24
43,1151,2025-10-31,30,20,10,2025-10-24
15,1157,2025-10-31,64,20,10,2025-10-24
35,1019,2025-10-31,84,20,10,2025-10-24
28,1062,2025-10-31,19,20,10,2025-10-24
41,1100,2025-10-31,93,20,10,2025-10-24
10,1069,2025-10-31,146,20,10,2025-10-24
23,1096,2025-10-31,56,20,10,2025-10-24
47,1179,2025-10-31,61,20,10,2025-10-24
26,1130,2025-10-31,140,20,10,2025-10-24
39,1022,2025-10-31,138,20,10,2025-10-24
45,1153,2025-10-31,78,20,10,2025-10-24
16,1126,2025-10-31,13,20,10,2025-10-24
32,1042,2025-10-31,50,20,10,2025-10-24
8,1092,2025-10-31,107,20,10,2025-10-24
11,1072,2025-10-31,113,20,10,2025-10-24
18,1018,2025-10-31,110,20,10,2025-10-24
11,1129,2025-10-31,14,20,10,2025-10-24
41,1088,2025-10-31,16,20,10,2025-10-24
38,1047,2025-10-31,29,20,10,2025-10-24
32,1166,2025-10-31,47,20,10,2025-10-24
44,1173,2025-10-31,122,20,10,2025-10-24
4,1093,2025-10-31,115,20,10,2025-10-24
47,1141,2025-10-31,75,20,10,2025-10-24
39,1108,2025-10-31,108,20,10,2025-10-24
14,1158,2025-10-31,103,20,10,2025-10-24
7,1060,2025-10-31,56,20,10,2025-10-24
17,1093,2025-10-31,39,20,10,2025-10-24
42,1058,2025-10-31,126,20,10,2025-10-24
19,1020,2025-10-31,131,20,10,2025-10-24
41,1143,2025-10-31,107,20,10,2025-10-24
4,1153,2025-10-31,86,20,10,2025-10-24
8,1173,2025-10-31,138,20,10,2025-10-24
12,1076,2025-10-31,146,20,10,2025-10-24
48,1161,2025-10-31,71,20,10,2025-10-24
25,1110,2025-10-31,20,20,10,2025-10-24
17,1059,2025-10-31,20,20,10,2025-10-24
18,1142,2025-10-31,57,20,10,2025-10-24
5,1114,2025-10-31,146,20,10,2025-10-24
9,1183,2025-10-31,140,20,10,2025-10-24
10,1134,2025-10-31,74,20,10,2025-10-24
35,1159,2025-10-31,119,20,10,2025-10-24
18,1055,2025-10-31,108,20,10,2025-10-24
13,1022,2025-10-31,89,20,10,2025-10-24
17,1128,2025-10-31,93,20,10,2025-10-24
41,1039,2025-10-31,60,20,10,2025-10-24
24,1023,2025-10-31,111,20,10,2025-10-24
43,1127,2025-10-31,52,20,10,2025-10-24
37,1120,2025-10-31,123,20,10,2025-10-24
45,1144,2025-10-31,97,20,10,2025-10-24
5,1091,2025-10-31,118,20,10,2025-10-24
3,1010,2025-10-31,136,20,10,2025-10-24
14,1035,2025-10-31,98,20,10,2025-10-24
16,1185,2025-10-31,64,20,10,2025-10-24
47,1123,2025-10-31,92,20,10,2025-10-24
45,1126,2025-10-31,138,20,10,2025-10-24
12,1154,2025-10-31,17,20,10,2025-10-24
24,1126,2025-10-31,42,20,10,2025-10-24
28,1133,2025-10-31,11,20,10,2025-10-24
45,1056,2025-10-31,48,20,10,2025-10-24
2,1061,2025-10-31,56,20,10,2025-10-24
36,1143,2025-10-31,135,20,10,2025-10-24
48,1143,2025-10-31,58,20,10,2025-10-24
20,1072,2025-10-31,93,20,10,2025-10-24
15,1074,2025-10-31,119,20,10,2025-10-24
30,1140,2025-10-31,16,20,10,2025-10-24
10,1027,2025-10-31,108,20,10,2025-10-24
32,1114,2025-10-31,115,20,10,2025-10-24
17,1189,2025-10-31,136,20,10,2025-10-24
1,1126,2025-10-31,128,20,10,2025-10-24
30,1167,2025-10-31,111,20,10,2025-10-24
7,1024,2025-10-31,12,20,10,2025-10-24
33,1116,2025-10-31,101,20,10,2025-10-24
28,1091,2025-10-31,126,20,10,2025-10-24
33,1076,2025-10-31,98,20,10,2025-10-24
6,1060,2025-10-31,36,20,10,2025-10-24
11,1078,2025-10-31,133,20,10,2025-10-24
30,1100,2025-10-31,25,20,10,2025-10-24
9,1105,2025-10-31,45,20,10,2025-10-24
3,1177,2025-10-31,69,20,10,2025-10-24
33,1167,2025-10-31,147,20,10,2025-10-24
16,1149,2025-10-31,106,20,10,2025-10-24
39,1015,2025-10-31,43,20,10,2025-10-24
10,1081,2025-10-31,119,20,10,2025-10-24
43,1118,2025-10-31,75,20,10,2025-10-24
12,1048,2025-10-31,113,20,10,2025-10-24
19,1019,2025-10-31,24,20,10,2025-10-24
5,1181,2025-10-31,49,20,10,2025-10-24
17,1055,2025-10-31,76,20,10,2025-10-24
33,1045,2025-10-31,50,20,10,2025-10-24
25,1151,2025-10-31,13,20,10,2025-10-24
40,1069,2025-10-31,133,20,10,2025-10-24
48,1035,2025-10-31,51,20,10,2025-10-24
46,1032,2025-10-31,111,20,10,2025-10-24
50,1179,2025-10-31,86,20,10,2025-10-24
20,1115,2025-10-31,128,20,10,2025-10-24
11,1186,2025-10-31,129,20,10,2025-10-24
12,1170,2025-10-31,76,20,10,2025-10-24
33,1040,2025-10-31,128,20,10,2025-10-24
42,1131,2025-10-31,111,20,10,2025-10-24
24,1061,2025-10-31,138,20,10,2025-10-24
13,1083,2025-10-31,77,20,10,2025-10-24
32,1113,2025-10-31,96,20,10,2025-10-24
38,1102,2025-10-31,90,20,10,2025-10-24
34,1101,2025-10-31,142,20,10,2025-10-24
3,1118,2025-10-31,69,20,10,2025-10-24
18,1065,2025-10-31,61,20,10,2025-10-24
48,1032,2025-10-31,120,20,10,2025-10-24
19,1182,2025-10-31,80,20,10,2025-10-24
1,1176,2025-10-31,83,20,10,2025-10-24
10,1054,2025-10-31,83,20,10,2025-10-24
15,1146,2025-10-31,133,20,10,2025-10-24
42,1172,2025-10-31,52,20,10,2025-10-24
24,1155,2025-10-31,88,20,10,2025-10-24
30,1131,2025-10-31,135,20,10,2025-10-24
4,1139,2025-10-31,40,20,10,2025-10-24
21,1132,2025-10-31,128,20,10,2025-10-24
45,1063,2025-10-31,96,20,10,2025-10-24
38,1056,2025-10-31,81,20,10,2025-10-24
15,1124,2025-10-31,100,20,10,2025-10-24
13,1116,2025-10-31,56,20,10,2025-10-24
38,1045,2025-10-31,114,20,10,2025-10-24
49,1100,2025-10-31,15,20,10,2025-10-24
1,1076,2025-10-31,10,20,10,2025-10-24
45,1195,2025-10-31,60,20,10,2025-10-24
27,1181,2025-10-31,29,20,10,2025-10-24
50,1054,2025-10-31,148,20,10,2025-10-24
44,1092,2025-10-31,111,20,10,2025-10-24
16,1147,2025-10-31,80,20,10,2025-10-24
38,1144,2025-10-31,138,20,10,2025-10-24
14,1034,2025-10-31,66,20,10,2025-10-24
47,1177,2025-10-31,74,20,10,2025-10-24
1,1086,2025-10-31,49,20,10,2025-10-24
3,1160,2025-10-31,86,20,10,2025-10-24
9,1075,2025-10-31,30,20,10,2025-10-24
6,1045,2025-10-31,82,20,10,2025-10-24
16,1028,2025-10-31,53,20,10,2025-10-24
18,1020,2025-10-31,65,20,10,2025-10-24
29,1199,2025-10-31,97,20,10,2025-10-24
31,1187,2025-10-31,135,20,10,2025-10-24
40,1180,2025-10-31,53,20,10,2025-10-24
47,1055,2025-10-31,103,20,10,2025-10-24
9,1076,2025-10-31,62,20,10,2025-10-24
18,1106,2025-10-31,79,20,10,2025-10-24
17,1131,2025-10-31,27,20,10,2025-10-24
21,1178,2025-10-31,32,20,10,2025-10-24
